departureTime;personId;vehicleId;fromLinkId;fromX;fromY;toLinkId;toX;toY;waitTime;arrivalTime;inVehicleTravelTime;travelDistance_m;directTravelDistance_m;fareForLeg;latestDepartureTime;latestArrivalTime
22918.0;12052000_12052000_7334;taxi99;6835;456607.87;5732008.95;2502;454139.72;5731189.96;325.0;24774.0;1531.0;14129.54;5742.85;-2.12;24118;24824.5
22922.0;12052000_12052000_26063;taxi69;746;457271.71;5738539.32;6630;457576.01;5736842.75;199.0;23364.0;243.0;2423.01;2423.01;-2;24122;24486.5
22925.0;additional_367;taxi249;8515;458148.23;5734905.64;7513;455091.85;5735098.32;227.0;24240.0;1088.0;8530.96;3553.49;-2;24125;24605
22926.0;12052000_12052000_1030;taxi189;732;454568.85;5732677.61;2312;452760.85;5733016.74;152.0;23835.0;757.0;5063.42;2578.47;-2;24126;24580.5
22932.0;12052000_12052000_26325;taxi390;10355;454504.97;5735481.45;1602;453129.59;5731903.13;616.0;24644.0;1096.0;12656.92;5573.73;-2.01;24132;24723
22934.0;12052000_12052000_5674;taxi153;6209;453782.05;5731025.86;6102;458521.44;5734917.58;180.0;25036.0;1922.0;18193.67;9553.77;-3.03;24134;25061
22949.0;12052000_12052000_3863;taxi265;1665;457294.22;5738736.45;4698;457612.32;5734454.21;406.0;24710.0;1355.0;15463.81;7719.69;-2.55;24149;24903.5
22949.0;12052000_12052000_22614;taxi34;9690;456293.89;5732207.18;4629;450307.33;5733625.69;629.0;24645.0;1067.0;11825.44;8408.02;-2.73;24149;24969.5
22951.0;additional_455;taxi153;5595;454613.5;5730718.91;8213;454752.89;5735769.62;889.0;24655.0;815.0;8582.86;7099.38;-2.28;24151;24692.5
22952.0;12052000_12052000_17752;taxi195;10922;456284.12;5731562.14;4212;457710.84;5730077.32;584.0;24146.0;610.0;5353.72;3356.09;-2;24152;24537.5
22953.0;12052000_12052000_3209;taxi24;5829;455746.98;5731909.15;8590;457024.33;5734961.34;360.0;24845.0;1532.0;15435.38;6168.69;-2.21;24153;24861
22953.0;12052000_12052000_9833;taxi357;5998;453903.04;5732751.57;3460;451021.37;5735133.79;833.0;24778.0;992.0;9309.04;6259.49;-2.23;24153;24868.5
22956.0;12052000_12052000_30891;taxi73;10390;454935.14;5740051.42;2296;454900.81;5737806.71;721.0;24058.0;381.0;3267.97;3267.97;-2;24156;24636
